ID,Japanese,English,Chinese,EnglishCensored,Korean,German
1161,"","Golemon Medal","岩石獸獎牌","","록몬 메달","Golemon-Medaille"
1162,"","Kokatorimon Medal","巨雞獸獎牌","","꼬끼몬 메달","Kokatorimon-Medaille"
1163,"","Kokuwamon Medal","小古加獸獎牌","","코구와몬 메달","Kokuwamon-Medaille"
1164,"","Goldramon Medal","神龍獸獎牌","","갓드라몬 메달","Goldramon-Medaille"
1165,"","Gotsumon Medal","礦石獸獎牌","","울퉁몬 메달","Gotsumon-Medaille"
1166,"","Gotsumon X Medal","礦石獸X抗體獎牌","","울퉁몬X 메달","Gotsumon-X-Medaille"
1167,"","Kotemon Medal","劍道獸獎牌","","코테몬 메달","Kotemon-Medaille"
1168,"","Goburimon Medal","野人獸獎牌","","고부리몬 메달","Goblimon-Medaille"
1169,"","Gomamon Medal","哥瑪獸獎牌","","쉬라몬 메달","Gomamon-Medaille"
1170,"","Gorillamon Medal","金剛獸獎牌","","고릴라몬 메달","Gorillamon-Medaille"
1171,"","Coronamon Medal","日冕獸獎牌","","코로나몬 메달","Coronamon-Medaille"
1172,"","Koromon Medal","滾球獸獎牌","","코로몬 메달","Koromon-Medaille"
1173,"","SaberLeomon Medal","黃金劍獅獸獎牌","","샤벨레오몬 메달","SaberLeomon-Medaille"
1174,"","Cyclonemon Medal","獨眼龍獸獎牌","","사이크로몬 메달","Cyclonemon-Medaille"
1175,"","Cyberdramon Medal","電子龍獸獎牌","","사이버드라몬 메달","Cyberdramon-Medaille"
1176,"","Sakuyamon Medal","沙古牙獸獎牌","","샤크라몬 메달","Sakuyamon-Medaille"
1177,"","SakuyamonMaidM Medal","沙古牙獸巫女型態獎牌","","샤크라몬 무녀M 메달","Sakuyamon-M-M-Med."
1178,"","Sagittarimon Medal","射手獸獎牌","","사수몬 메달","Sagittarimon-Med."
1179,"","Submarimon Medal","潛鯊獸獎牌","","잠수몬 메달","Submarimon-Medaille"
1180,"","Thunderbirdmon Medal","雷鳥獸獎牌","","썬더버드몬 메달","Thunderbirdmon-Med."
1181,"","Thundermon Medal","閃電球獸獎牌","","번개콩알몬 메달","Thundermon-Medaille"
1182,"","Sandiramon Medal","皇蛇獸獎牌","","산티라몬 메달","Sandiramon-Medaille"
1183,"","Sunflowmon Medal","向日葵獸獎牌","","해바라기몬 메달","Sunflowmon-Medaille"
1184,"","Seadramon Medal","海龍獸獎牌","","시드라몬 메달","Seadramon-Medaille"
1185,"","Jesmon Medal","傑斯獸獎牌","","제스몬 메달","Jesmon-Medaille"
1186,"","Shellmon Medal","貝殼獸獎牌","","쉘몬 메달","Shellmon-Medaille"
1187,"","Zhuqiaomon Medal","玄武獸獎牌","","현무몬 메달","Zhuqiaomon-Medaille"
1188,"","GeoGreymon Medal","大地暴龍獸獎牌","","지오그레이몬 메달","GeoGreymon-Medaille"
1189,"","Jijimon Medal","公公獸獎牌","","할배몬 메달","Jijimon-Medaille"
1190,"","ShineGreymon Medal","閃光暴龍獸獎牌","","샤인그레이몬 메달","ShineGreymon-Med."
1191,"","S Greymon B Medal","閃光暴龍獸BM獎牌","","S그레이몬BM 메달","ShineGreymon-BM-Med."
1192,"","Shaujinmon Medal","沙悟淨獸獎牌","","샤우진몬 메달","Shaujinmon-Medaille"
1193,"","Jagamon Medal","土豆獸獎牌","","자가몬 메달","Jagamon-Medaille"
1194,"","Syakomon Medal","蝦蛄獸獎牌","","샤코몬 메달","Syakomon-Medaille"
1195,"","Justimon Medal","裁決獸獎牌","","저스티몬 메달","Justimon-Medaille"
1196,"","Shakkoumon Medal","古神獸獎牌","","토우몬 메달","Shakkoumon-Medaille"
1197,"","Jyarimon Medal","沙礫獸獎牌","","쟈리몬 메달","Jyarimon-Medaille"
1198,"","JumboGamemon Medal","巨龜獸獎牌","","점보가메몬 메달","JumboGamemon-Med."
1199,"","Zephyrmon Medal","風神獸獎牌","","슈츠몬 메달","Zephyrmon-Medaille"
1200,"","Shurimon Medal","忍者獸獎牌","","수리몬 메달","Shurimon-Medaille"
1201,"","Cherrymon Medal","祖利獸獎牌","","쥬레이몬 메달","Cherrymon-Medaille"
1202,"","Silphymon Medal","人面戰鷹獸獎牌","","실피드몬 메달","Silphymon-Medaille"
1203,"","Sinduramon Medal","鐵雞獸獎牌","","신드라몬 메달","Sinduramon-Medaille"
1204,"","ZeedGarurumon Medal","Z'd加魯魯獸獎牌","","지드가루몬 메달","ZeedGarurumon-Med."
1205,"","Z Millenniummon Medal","最終千年獸獎牌","","Z밀레니엄몬 메달","Z-Millenniummon-Med."
1206,"","Ebonwumon Medal","朱雀獸獎牌","","주작몬 메달","Ebonwumon-Medaille"
1207,"","SuperStarmon Medal","超級流星獸獎牌","","슈퍼스타몬 메달","SuperStarmon-Med."
1208,"","Sukamon Medal","大便獸獎牌","","스카몬 메달","Sukamon-Medaille"
1209,"","SkullGreymon Medal","喪屍暴龍獸獎牌","","스컬그레이몬 메달","SkullGreymon-Med."
1210,"","SkullSatamon Medal","喪屍撒旦獸獎牌","","스컬사탄몬 메달","SkullSatamon-Med."
1211,"","SkullMammothmon Medal","喪屍長毛象獸獎牌","","스컬맘모스몬 메달","SkullMammothmon-Med."
1212,"","Susanomon Medal","金剛武神獸獎牌","","스사노오몬 메달","Susanomon-Medaille"
1213,"","Starmon Medal","星星獸獎牌","","스타몬 메달","Starmon-Medaille"
1214,"","Stingmon Medal","飛蟲獸獎牌","","스팅몬 메달","Stingmon-Medaille"
1215,"","Stegomon Medal","劍龍獸獎牌","","스테고몬 메달","Stegomon-Medaille"
1216,"","Zudomon Medal","祖頓獸獎牌","","쥬드몬 메달","Zudomon-Medaille"
1217,"","Strikedramon Medal","強襲龍獸獎牌","","스트라이크드라몬 메달","Strikedramon-Med."
1218,"","Snimon Medal","螳螂獸獎牌","","스나이몬 메달","Snimon-Medaille"
1219,"","S Angemon Medal","斬擊天使獸獎牌","","S엔젤몬 메달","SlashAngemon-Med."
1220,"","Kentaurosmon Medal","八腳馬獸獎牌","","슬레이프몬 메달","Kentaurosmon-Med."
1221,"","Slayerdramon Medal","斬龍獸獎牌","","슬레이어드라몬 메달","Slayerdramon-Med."
1222,"","Sepikmon Medal","土人獸獎牌","","세피몬 메달","Sepikmon-Medaille"
1223,"","Sephirothmon Medal","魔彈獸獎牌","","세피로트몬 메달","Sephirothmon-Med."
1224,"","Seraphimon Medal","究極天使獸獎牌","","세라피몬 메달","Seraphimon-Medaille"
1225,"","MegaGargomon Medal","撒多格杜獸獎牌","","세인트가르고몬 메달","MegaGargomon-Med."
1226,"","Socerimon Medal","冰巫師獸獎牌","","소서리몬 메달","Socerimon-Medaille"
1227,"","DarkTyrannomon Medal","黑暗巨龍獸獎牌","","다크티라노몬 메달","DarkTyrannomon-Med."
1228,"","Darkdramon Medal","暗龍獸獎牌","","다크드라몬 메달","DarkDramon-Medaille"
1229,"","Targetmon Medal","目標獸獎牌","","타겟몬 메달","Targetmon-Medaille"
1230,"","T-Vespamon Medal","虎蜂獸獎牌","","T베스파몬 메달","TigerVespamon-Med."
1231,"","Titamon Medal","泰坦獸獎牌","","타이타몬 메달","Titamon-Medaille"
1232,"","DaiPenmon Medal","大企鵝獸獎牌","","왕펭귄몬 메달","Daipenmon-Medaille"
1233,"","Taomon Medal","祭師獸獎牌","","도사몬 메달","Taomon-Medaille"
1234,"","Dragomon Medal","達高獸獎牌","","드라고몬 메달","Dragomon-Medaille"
1235,"","Duskmon Medal","暗黑獸獎牌","","더스크몬 메달","Duskmon-Medaille"
1236,"","Tanemon Medal","種子獸獎牌","","시드몬 메달","Tanemon-Medaille"
1237,"","Darcmon Medal","貞德獸獎牌","","다르크몬 메달","Darcmon-Medaille"
1238,"","Tankmon Medal","坦克獸獎牌","","탱크몬 메달","Tankmon-Medaille"
1239,"","Chirinmon Medal","麒麟獸獎牌","","치린몬 메달","Chirinmon-Medaille"
1240,"","DemiVeemon Medal","豆丁獸獎牌","","꼬마몬 메달","DemiVeemon-Medaille"
1241,"","Kumamon Medal","冰熊獸獎牌","","챠크몬 메달","Kumamon-Medaille"
1242,"","Caturamon Medal","犬神獸獎牌","","카두라몬 메달","Caturamon-Medaille"
1243,"","Chuumon Medal","芝蒙獸獎牌","","츄몬 메달","Chuumon-Medaille"
1244,"","Kokomon Medal","巧克力獸獎牌","","초코몬 메달","Kokomon-Medaille"
1245,"","Azulongmon Medal","青龍獸獎牌","","청룡몬 메달","Azulongmon-Medaille"
1246,"","Tsunomon Medal","獨角獸獎牌","","뿔몬 메달","Tsunomon-Medaille"
1247,"","Tsumemon Medal","指爪獸獎牌","","츠메몬 메달","Tsumemon-Medaille"
1248,"","Dianamon Medal","狄安娜獸獎牌","","디아나몬 메달","Dianamon-Medaille"
1249,"","Diaboromon Medal","超惡魔獸獎牌","","디아블로몬 메달","Diaboromon-Medaille"
1250,"","Digmon Medal","鋼鑽獸獎牌","","디그몬 메달","Digmon-Medaille"
1251,"","Dinobeemon Medal","恐蜂獸獎牌","","다이노몬 메달","Dinobeemon-Medaille"
1252,"","Tyrannomon Medal","巨龍獸獎牌","","티라노몬 메달","Tyrannomon-Medaille"
1253,"","Gatomon Medal","迪路獸獎牌","","가트몬 메달","Gatomon-Medaille"
1254,"","Creepymon Medal","究極魔獸獎牌","","마왕몬 메달","Creepymon-Medaille"
1255,"","DeathXmon Medal","死亡X獸獎牌","","데크스몬 메달","Dexmon-Medaille"
1256,"","Digitamamon Medal","蛋蛋獸獎牌","","디지타몬 메달","Digitamamon-Medaille"
1257,"","SkullMeramon Medal","死神火焰獸獎牌","","데드메라몬 메달","SkullMeramon-Med."
1258,"","Ghoulmon Medal","死亡獸獎牌","","데스몬 메달","Ghoulmon-Medaille"
1259,"","Devidramon Medal","邪龍獸獎牌","","데블드라몬 메달","Devidramon-Medaille"
1260,"","Devimon Medal","惡魔獸獎牌","","데블몬 메달","Devimon-Medaille"
1261,"","Gallantmon Medal","紅蓮騎士獸獎牌","","듀크몬 메달","Gallantmon-Medaille"
1262,"","Gallantmon CM Medal","紅蓮騎士獸CM獎牌","","듀크몬CM 메달","Gallantmon-CM-Med."
1263,"","Gallantmon X Medal","紅蓮騎士獸X抗體獎牌","","듀크몬X 메달","Gallantmon-X-Med."
1264,"","Dynasmon Medal","杜納斯獸獎牌","","듀나스몬 메달","Dynasmon-Medaille"
1265,"","Dynasmon X Medal","杜納斯獸X抗體獎牌","","듀나스몬X 메달","Dynasmon-X-Medaille"
1266,"","Deramon Medal","華麗獸獎牌","","뿌띠몬 메달","Deramon-Medaille"
1267,"","Terriermon Medal","大耳獸獎牌","","테리어몬 메달","Terriermon-Medaille"
1268,"","Deltamon Medal","三頭龍獸獎牌","","델타몬 메달","Deltamon-Medaille"
1269,"","Tentomon Medal","甲蟲獸獎牌","","텐토몬 메달","Tentomon-Medaille"
1270,"","ToyAgumon Medal","積木亞古獸獎牌","","토이아구몬 메달","ToyAgumon-Medaille"
1271,"","Leopardmon Medal","芳香獸獎牌","","두프트몬 메달","Duftmon-Medaille"
1272,"","Leopardmon LM Medal","芳香獸LM獎牌","","두프트몬LM 메달","Duftmon-LM-Med."
1273,"","Leopardmon X Medal","芳香獸X抗體獎牌","","두프트몬X 메달","Duftmon-X-Med."
1274,"","Toucanmon Medal","大嘴獸獎牌","","통카몬 메달","Toucanmon-Medaille"
1275,"","Tortomon Medal","陸龜獸獎牌","","토타몬 메달","Tortomon-Medaille"
1276,"","Dobermon Medal","杜賓犬獸獎牌","","도베르몬 메달","Dobermon-Medaille"
1277,"","Dokugumon Medal","蜘蛛獸獎牌","","스파이더몬 메달","Dokugumon-Medaille"
1278,"","Togemon Medal","仙人掌獸獎牌","","니드몬 메달","Togemon-Medaille"
1279,"","Tokomon Medal","迪哥獸獎牌","","토코몬 메달","Tokomon-Medaille"
1280,"","Dodomon Medal","多多獸獎牌","","도도몬 메달","Dodomon-Medaille"
1281,"","ShogunGekomon Medal","怪蛙皇獎牌","","왕개굴몬 메달","ShogunGekomon-Med."
1282,"","Dracmon Medal","德古獸獎牌","","드라큐몬 메달","Dracmon-Medaille"
1283,"","Drimogemon Medal","鑽地獸獎牌","","두리몬 메달","Drimogemon-Medaille"
1284,"","Dorimon Medal","多利獸獎牌","","도리몬 메달","Dorimon-Medaille"
1285,"","Dorugamon Medal","多路加獸獎牌","","돌가몬 메달","Dorugamon-Medaille"
1286,"","DoruGreymon Medal","多路龍獸獎牌","","돌그레몬 메달","DoruGreymon-Medaille"
1287,"","Dorugoramon Medal","多路戰龍獸獎牌","","돌고라몬 메달","Dorugoramon-Medaille"
1288,"","Dorumon Medal","多路獸獎牌","","돌몬 메달","Dorumon-Medaille"
1289,"","Knightmon Medal","騎士獸獎牌","","나이트몬 메달","Knightmon-Medaille"
1290,"","Nanimon Medal","亞伯獸獎牌","","모야몬 메달","Nanimon-Medaille"
1291,"","Datamon Medal","分子獸獎牌","","데이터몬 메달","Datamon-Medaille"
1292,"","Fake Agumon Ex Medal","偽亞古獸博士獎牌","","가짜 아구몬 박사 메달","Fal.-Agumon-H.-Med."
1293,"","Nyaromon Medal","貓貓獸獎牌","","야옹몬 메달","Nyaromon-Medaille"
1294,"","Nyokimon Medal","豆苗獸獎牌","","새싹몬 메달","Nyokimon-Medaille"
1295,"","Numemon Medal","鼻涕獸獎牌","","워매몬 메달","Numemon-Medaille"
1296,"","Neemon Medal","問答獸獎牌","","네몬 메달","Neemon-Medaille"
1297,"","Nefertimon Medal","尼菲迪獸獎牌","","네페르티몬 메달","Nefertimon-Medaille"
1298,"","Neptunemon Medal","尼普頓獸獎牌","","넵튠몬 메달","Neptunemon-Medaille"
1299,"","Birdramon Medal","巴多拉獸獎牌","","버드라몬 메달","Birdramon-Medaille"
1300,"","HiAndromon Medal","高級安杜路獸獎牌","","하이안드로몬 메달","HiAndromon-Medaille"
1301,"","Baihumon Medal","白虎獸獎牌","","백호몬 메달","Baihumon-Medaille"
1302,"","Paildramon Medal","機甲龍獸獎牌","","파일드라몬 메달","Paildramon-Medaille"
1303,"","Tapirmon Medal","食夢獸獎牌","","테이파몬 메달","Tapirmon-Medaille"
1304,"","Pagumon Medal","柏古獸獎牌","","퍼그몬 메달","Pagumon-Medaille"
1305,"","Hagurumon Medal","齒輪獸獎牌","","톱니몬 메달","Hagurumon-Medaille"
1306,"","Bakemon Medal","猛鬼獸獎牌","","고스몬 메달","Bakemon-Medaille"
1307,"","Pajiramon Medal","白羊獸獎牌","","파지라몬 메달","Pajiramon-Medaille"
1308,"","Bastemon Medal","巴斯迪獸獎牌","","바스테몬 메달","Beastmon-Medaille"
1309,"","Patamon Medal","巴達獸獎牌","","파닥몬 메달","Patamon-Medaille"
1310,"","Bacchusmon Medal","巴克科斯獸獎牌","","바커스몬 메달","Bacchusmon-Medaille"
1311,"","Hackmon Medal","哈克獸獎牌","","헉몬 메달","Hackmon-Medaille"
1312,"","Budmon Medal","花蕾獸獎牌","","버드몬 메달","Budmon-Medaille"
1313,"","Honeybeemon Medal","蜜蜂獸獎牌","","하니몬 메달","Honeybeemon-Medaille"
1314,"","Apemon Medal","猿人獸獎牌","","에이프몬 메달","Apemon-Medaille"
1315,"","Babamon Medal","婆婆獸獎牌","","할매몬 메달","Babamon-Medaille"
1316,"","Pabumon Medal","泡沫獸獎牌","","뽀글몬 메달","Pabumon-Medaille"
1317,"","Barbamon Medal","巴爾巴獸獎牌","","발바몬 메달","Barbamon-Medaille"
1318,"","Palmon Medal","巴魯獸獎牌","","팔몬 메달","Palmon-Medaille"
1319,"","Parrotmon Medal","鸚鵡獸獎牌","","패롯몬 메달","Parrotmon-Medaille"
1320,"","Baronmon Medal","巴隆獸獎牌","","바로몬 메달","Baronmon-Medaille"
1321,"","Divermon Medal","奇蛙獸獎牌","","다이버몬 메달","Divermon-Medaille"
1322,"","Panjyamon Medal","邦加獸獎牌","","화이트레오몬 메달","Panjyamon-Medaille"
1323,"","Pandamon Medal","熊貓獸獎牌","","팬더몬 메달","Pandamon-Medaille"
1324,"","B Golemon Medal","番長岩石獸獎牌","","B록몬 메달","BanchoGolemon-Med."
1325,"","B Stingmon Medal","番長飛蟲獸獎牌","","B스팅몬 메달","BanchoStingmon-Med."
1326,"","BanchoMamemon Medal","番長豆豆獸獎牌","","반쵸콩알몬 메달","BanchoMamemon-Med."
1327,"","BanchoLillymon Medal","番長花仙獸獎牌","","반쵸릴리몬 메달","BanchoLillymon-Med."
1328,"","BanchoLeomon Medal","番長獅子獸獎牌","","반쵸레오몬 메달","BanchoLeomon-Med."
1329,"","Pumpmon Medal","南瓜獸獎牌","","펌프몬 메달","Pumpkinmon-Medaille"
1330,"","Piedmon Medal","小丑皇獎牌","","피에몬 메달","Piedmon-Medaille"
1331,"","V Greymon Medal","勝利暴龍獸獎牌","","V그레이몬 메달","VictoryGreymon-Med."
1332,"","DemiDevimon Medal","小惡魔獸獎牌","","피코데블몬 메달","DemiDevimon-Medaille"
1333,"","BigMamemon Medal","巨大豆豆獸獎牌","","왕콩알몬 메달","BigMamemon-Medaille"
1334,"","Piximon Medal","妖精獸獎牌","","피콜몬 메달","Piximon-Medaille"
1335,"","Puppetmon Medal","木偶獸獎牌","","피노키몬 메달","Puppetmon-Medaille"
1336,"","Yokomon Medal","比高獸獎牌","","어니몬 메달","Yokomon-Medaille"
1337,"","Biyomon Medal","比丘獸獎牌","","피요몬 메달","Biyomon-Medaille"
1338,"","Firamon Medal","焰獅獸獎牌","","파이라몬 메달","Firamon-Medaille"
1339,"","Pharaohmon Medal","法老獸獎牌","","파라오몬 메달","Pharaohmon-Medaille"
1340,"","Falcomon Medal","夜鷹獸獎牌","","팔코몬 메달","Falcomon-Medaille"
1341,"","Phantomon Medal","死神獸獎牌","","팬텀몬 메달","Phantomon-Medaille"
1342,"","Fanglongmon Medal","黃龍獸獎牌","","황룡몬 메달","Huanglongmon-Med."
1343,"","Veedramon Medal","V龍獸獎牌","","브이드라몬 메달","Veedramon-Medaille"
1344,"","Veemon Medal","V仔獸獎牌","","브이몬 메달","Veemon-Medaille"
1345,"","Kazemon Medal","仙女獸獎牌","","페어리몬 메달","Kazemon-Medaille"
1346,"","Feresmon Medal","菲利斯獸獎牌","","펠레스몬 메달","Phelesmon-Medaille"
1347,"","Bukamon Medal","布加獸獎牌","","둥실몬 메달","Bukamon-Medaille"
1348,"","Pukumon Medal","河豚獸獎牌","","푸쿠몬 메달","Pukumon-Medaille"
1349,"","Anubismon Medal","鐵鉤獸獎牌","","후크몬 메달","Anubimon-Medaille"
1350,"","Bucchiemon Medal","愛精靈獸獎牌","","푸치몬 메달","Bucchiemon-Medaille"
1351,"","Punimon Medal","普尼獸獎牌","","푸니몬 메달","Punimon-Medaille"
1352,"","Flymon Medal","黃蜂獸獎牌","","플라이몬 메달","Flymon-Medaille"
1353,"","PlatinumSukamonMedal","白金大便獸獎牌","","화이트스카몬 메달","PlatinumSukamon-Med."
1354,"","PlatinumNumemonMedal","白金鼻涕獸獎牌","","플래티넘워매몬 메달","PlatinumNumemon-Med."
1355,"","B WarGreymon Medal","黑暗戰鬥暴龍獸獎牌","","B워그레이몬 메달","BlackWarGreymon-Med."
1356,"","BlackKingNumemonMedl","黑帝鼻涕獸獎牌","","B킹워매몬 메달","B-KingNumemon-Med."
1357,"","BlackGatomon Medal","黑迪路獸獎牌","","블랙가트몬 메달","BlackGatomon-Med."
1358,"","WarGrowlmon Medal","巴撒獸獎牌","","블리자몬 메달","WarGrowlmon-Medaille"
1359,"","Beetlemon Medal","電光獸獎牌","","블리츠몬 메달","Beetlemon-Medaille"
1360,"","PrinceMamemon Medal","王子豆豆獸獎牌","","프린스콩알몬 메달","PrinceMamemon-Med."
1361,"","Blimpmon Medal","飛船獸獎牌","","브링프몬 메달","Blimpmon-Medaille"
1362,"","BlueMeramon Medal","藍色火焰獸獎牌","","블루메라몬 메달","BlueMeramon-Medaille"
1363,"","Pururumon Medal","震震獸獎牌","","프르르몬 메달","Pururumon-Medaille"
1364,"","Flaremon Medal","耀獅獸獎牌","","플레어몬 메달","Flaremon-Medaille"
1365,"","FlameWizardmon Medal","炎巫師獸獎牌","","화염위자몬 메달","FlameWizardmon-Med."
1366,"","Brakedramon Medal","破壞龍獸獎牌","","브레이크드라몬 메달","Breakdramon-Medaille"
1367,"","Flamedramon Medal","烈焰獸獎牌","","화염드라몬 메달","Flamedramon-Medaille"
1368,"","Flamemon Medal","野火獸獎牌","","화염몬 메달","Flamemon-Medaille"
1369,"","Plesiomon Medal","蛇頸龍獸獎牌","","플레시오몬 메달","Plesiomon-Medaille"
1370,"","Floramon Medal","花拉獸獎牌","","플로라몬 메달","Floramon-Medaille"
1371,"","Blossomon Medal","花妖獸獎牌","","브롯사몬 메달","Blossomon-Medaille"
1372,"","Salamon Medal","小狗獸獎牌","","플롯트몬 메달","Salamon-Medaille"
1373,"","Puwamon Medal","綿綿獸獎牌","","푸와몬 메달","Puwamon-Medaille"
1374,"","Vademon Medal","入侵者獸獎牌","","베이더몬 메달","Vademon-Medaille"
1375,"","Beowolfmon Medal","戰狼獸獎牌","","베오울프몬 메달","Beowolfmon-Medaille"
1376,"","Pegasusmon Medal","天馬獸獎牌","","페가수스몬 메달","Pegasusmon-Medaille"
1377,"","Vegiemon Medal","鼻屎獸獎牌","","베지몬 메달","Veggiemon-Medaille"
1378,"","Betamon Medal","比特獸獎牌","","베타몬 메달","Betamon-Medaille"
1379,"","Peckmon Medal","銳啄獸獎牌","","펙크몬 메달","Peckmon-Medaille"
1380,"","H Kabuterimon Medal","力神比多獸獎牌","","H캅테리몬 메달","H-Kabuterimon-Med."
1381,"","B Myotismon Medal","貝利亞吸血魔獸獎牌","","묘티스네오몬 메달","MaloMyotismon-Med."
1382,"","Beelzemon Medal","墮天地獄獸獎牌","","베르제브몬 메달","Beelzemon-Medaille"
1383,"","Beelzemon BM Medal","墮天地獄獸BM獎牌","","베르제브몬BM 메달","Beelzemon-BM-Med."
1384,"","Beelzemon X Medal","墮天地獄獸X抗體獎牌","","베르제브몬X 메달","Beelzemon-X-Med."
1385,"","Belphemon SM Medal","貝爾菲獸SM獎牌","","벨페몬SM 메달","Belphemon-SM-Med."
1386,"","Belphemon RM Medal","貝爾菲獸RM獎牌","","벨페몬RM 메달","Belphemon-RM-Med."
1387,"","Hououmon Medal","鳳凰獸獎牌","","페닉스몬 메달","Phönixmon-Medaille"
1388,"","Whamon Medal","巨鯨獸獎牌","","고래몬 메달","Whamon-Medaille"
1389,"","Hawkmon Medal","麻鷹獸獎牌","","호크몬 메달","Hawkmon-Medaille"
1390,"","H Angemon Medal","神聖天使獸獎牌","","H엔젤몬 메달","MagnaAngemon-Med."
1391,"","Magnadramon Medal","聖龍獸獎牌","","홀리드라몬 메달","Magnadramon-Medaille"
1392,"","P-Chessmon (Blk) Med","兵棋獸(黑)獎牌","","P체스몬(흑) 메달","P-Chessmon-(s.)-Med."
1393,"","P-Chessmon (Whi) Med","兵棋獸(白)獎牌","","P체스몬(백) 메달","P-Chessmon-(w.)-Med."
1394,"","Bokomon Medal","波高獸獎牌","","보코몬 메달","Bokomon-Medaille"
1395,"","Botamon Medal","黑球獸獎牌","","깜몬 메달","Botamon-Medaille"
1396,"","Poyomon Medal","浮游獸獎牌","","포요몬 메달","Poyomon-Medaille"
1397,"","MetalKabuterimonMedl","雷光獸獎牌","","볼그몬 메달","M-Kabuterimon-Med."
1398,"","Volcanomon Medal","火山獸獎牌","","볼케몬 메달","Volcanomon-Medaille"
1399,"","Halsemon Medal","鐵鷹獸獎牌","","호루스몬 메달","Halsemon-Medaille"
1400,"","Boltmon Medal","科學怪人獸獎牌","","나사몬 메달","Boltmon-Medaille"
1401,"","Poromon Medal","鈍鈍獸獎牌","","삐삐몬 메달","Poromon-Medaille"
1402,"","BomberNanimon Medal","炸彈亞伯獸獎牌","","폭탄모야몬 메달","BomberNanimon-Med."
1403,"","Mermaimon Medal","人魚獸獎牌","","머메이몬 메달","Mermaimon-Medaille"
1404,"","MagnaGarurumon Medal","鎧甲加魯魯獸獎牌","","매그너가루몬 메달","MagnaGarurumon-Med."
1405,"","Magnamon Medal","金甲龍獸獎牌","","매그너몬 메달","Magnamon-Medaille"
1406,"","Magnamon X Medal","金甲龍獸X抗體獎牌","","매그너몬X 메달","Magnamon-X-Medaille"
1407,"","Makuramon Medal","靈猴獸獎牌","","마쿠라몬 메달","Makuramon-Medaille"
1408,"","Majiramon Medal","天龍獸獎牌","","마니라몬 메달","Majiramon-Medaille"
1409,"","M Tyrannomon Medal","王者巨龍獸獎牌","","M티라노몬 메달","MasterTyrannomon-M."
1410,"","Mastemon Medal","混沌神魔獸獎牌","","마스테몬 메달","Mastemon-Medaille"
1411,"","Mushroomon Medal","蘑菇獸獎牌","","머쉬몬 메달","Mushroomon-Medaille"
1412,"","MachGaogamon Medal","音速迦奧迦獸獎牌","","마하가오가몬 메달","MachGaoGamon-Med."
1413,"","Mummymon Medal","木乃伊獸獎牌","","미이라몬 메달","Mummymon-Medaille"
1414,"","Mamemon Medal","豆豆獸獎牌","","콩알몬 메달","Mamemon-Medaille"
1415,"","MarineAngemon Medal","海天使獸獎牌","","마린엔젤몬 메달","MarineAngemon-Med."
1416,"","MarineDevimon Medal","海魔獸獎牌","","마린데블몬 메달","MarineDevimon-Med."
1417,"","Marsmon Medal","瑪爾斯獸獎牌","","마르스몬 메달","Marsmon-Medaille"
1418,"","Mammothmon Medal","長毛象獸獎牌","","맘몬 메달","Mammothmon-Medaille"
1419,"","Minervamon Medal","密涅瓦獸獎牌","","미네르바몬 메달","Minervamon-Medaille"
1420,"","Minomon Medal","幼蟲獸獎牌","","데롱몬 메달","Minomon-Medaille"
1421,"","Mihiramon Medal","飛虎獸獎牌","","미히라몬 메달","Mihiramon-Medaille"
1422,"","M GaoGamon Medal","幻影迦奧迦獸獎牌","","M가오가몬 메달","MirageGaoGamon-Med."
1423,"","M GaoGamon BM Medal","幻影迦奧迦獸BM獎牌","","M가오가몬BM 메달","MirageGaoGamon BM-M."
1424,"","Millenniummon Medal","千年獸獎牌","","밀레니엄몬 메달","Millenniummon-Med."
1425,"","Machinedramon Medal","機械邪龍獸獎牌","","파워드라몬 메달","Machinedramon-Med."
1426,"","MegaSeadramon Medal","超海龍獸獎牌","","메가시드라몬 메달","MegaSeadramon-Med."
1427,"","Megadramon Medal","超蛇龍獸獎牌","","메가드라몬 메달","Megadramon-Medaille"
1428,"","Mekanorimon Medal","機械裝甲獸獎牌","","메카노몬 메달","Mekanorimon-Medaille"
1429,"","WarGrowlmon Medal","大古拉獸獎牌","","메가로그라우몬 메달","WarGrowlmon-Medaille"
1430,"","Megidramon Medal","破滅魔龍獸獎牌","","메기드라몬 메달","Megidramon-Medaille"
1431,"","MetalEtemon Medal","鋼鐵悟空獸獎牌","","메탈에테몬 메달","MetalEtemon-Medaille"
1432,"","MetalGarurumon Medal","鋼鐵加魯魯獸獎牌","","메탈가루몬 메달","MetalGarurumon-Med."
1433,"","MGarurumon(Blk)Medal","鋼鐵黑加魯魯獸獎牌","","M가루몬(흑) 메달","M-Garurumon-(s.)-M."
1434,"","MetalGarurumonXMedal","鋼鐵加魯魯獸X抗體獎牌","","메탈가루몬X 메달","MetalGarurumon-X-M."
1435,"","MetalGreymon Medal","機械暴龍獸獎牌","","메탈그레이몬 메달","MetalGreymon-Med."
1436,"","M Greymon(Blue)Medal","機械暴龍獸(藍)獎牌","","M그레이몬(청) 메달","MetalGreymon-(b.)-M."
1437,"","MetalSeadramon Medal","鋼鐵海龍獸獎牌","","메탈시드라몬 메달","MetalSeadramon-Med."
1438,"","MetalTyrannomonMedal","鋼鐵巨龍獸獎牌","","메탈티라노몬 메달","MetalTyrannomon-Med."
